"ID","(Intercept)","bordering_language_richness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_evenness","bordering_language_richness_perkm","altitude_range","islands11km","L1_pop","roughness","vehicularity","area","BIC","delta","Nparam"
1112,"-2.7*** (-2.879--2.54)","-0.349** (-0.57--0.146)",NA,NA,"4.576*** (3.228-5.941)","1.078 (-0.471-2.67)","-0.183* (-0.332--0.043)",NA,"-0.081 (-0.189-0.019)",NA,NA,NA,NA,NA,613.768676472768,45.3032621394765,3
1113,"-2.748*** (-2.926--2.587)",NA,"1.06*** (0.707-1.397)",NA,"5.676*** (4.261-7.086)","0.12 (-1.51-1.84)",NA,"-0.259** (-0.457--0.072)","-0.183* (-0.344--0.031)",NA,NA,"0.183* (0.022-0.35)","-0.507 (-1.582-0.24)",NA,613.79226011836,45.3268457850693,5
1114,"-2.734*** (-2.923--2.568)",NA,NA,"1.011*** (0.686-1.322)","4.541*** (3.075-6.028)","1.061 (-0.643-2.811)","-0.265*** (-0.414--0.124)",NA,NA,NA,NA,"0.033 (-0.078-0.147)","-0.418 (-1.452-0.364)","0.022 (-0.186-0.109)",613.829398716466,45.3639843831747,5
1115,"-2.979*** (-3.467--2.627)",NA,"1.016*** (0.663-1.352)",NA,"4.261*** (2.8-5.749)","1.297 (-0.4-3.031)","-0.252*** (-0.4--0.112)",NA,NA,"-0.071 (-0.234-0.057)","-2.988 (-7.648--0.609)","0.015 (-0.093-0.127)",NA,NA,613.84003468748,45.3746203541887,5
1116,"-2.731*** (-2.92--2.564)",NA,NA,"0.998*** (0.674-1.308)","4.494*** (3.014-6.002)","1.094 (-0.621-2.848)","-0.268*** (-0.419--0.125)",NA,NA,"-0.038 (-0.194-0.086)",NA,NA,"-0.409 (-1.443-0.371)","0.017 (-0.195-0.106)",613.846350466194,45.3809361329025,5
1117,"-2.961*** (-3.417--2.643)",NA,"1.049*** (0.705-1.377)",NA,"5.704*** (4.335-7.068)","-0.103 (-1.666-1.542)",NA,NA,"-0.106 (-0.215--0.002)","-0.062 (-0.223-0.065)","-2.656 (-7.057--0.504)",NA,NA,NA,613.876373142708,45.4109588094169,4
1118,"-2.97*** (-3.461--2.612)",NA,"1.011*** (0.659-1.346)",NA,"4.272*** (2.813-5.757)","1.286 (-0.408-3.017)","-0.252*** (-0.4--0.111)",NA,NA,"-0.072 (-0.235-0.056)","-2.909 (-7.577--0.51)",NA,"-0.078 (-1.245-0.782)",NA,613.892451669839,45.4270373365478,5
1119,"-3.066*** (-3.556--2.687)",NA,"1.002*** (0.653-1.335)",NA,"5.253*** (3.837-6.665)","0.453 (-1.185-2.171)",NA,"-0.293** (-0.494--0.102)","-0.046 (-0.158-0.059)",NA,"-3.622 (-8.302--0.729)",NA,"-0.184 (-1.383-0.676)",NA,613.896304714048,45.4308903807566,5
1120,"-3.104*** (-3.595--2.707)",NA,"1.008*** (0.658-1.341)",NA,"5.025*** (3.615-6.429)","0.648 (-0.993-2.373)",NA,"-0.324*** (-0.517--0.14)",NA,"-0.058 (-0.219-0.069)","-4.062 (-8.743--0.907)",NA,"-0.158 (-1.374-0.716)",NA,613.905317021234,45.4399026879431,5
1121,"-2.923*** (-3.406--2.648)","-0.487*** (-0.715--0.271)","1.034*** (0.682-1.369)",NA,"4.82*** (3.435-6.21)","0.915 (-0.713-2.613)",NA,NA,NA,"-0.104 (-0.266-0.026)","-1.41 (-6.021--0.859)",NA,"-0.158 (-1.446-0.851)","0.086 (-0.123-0.197)",613.936608921915,45.4711945886244,6
1122,"-2.932*** (-3.414--2.656)","-0.487*** (-0.714--0.27)","1.038*** (0.685-1.374)",NA,"4.826*** (3.442-6.214)","0.905 (-0.72-2.6)",NA,NA,NA,"-0.103 (-0.266-0.026)","-1.474 (-6.127--2.353)","0.01 (-0.099-0.123)",NA,"0.081 (-0.124-0.18)",613.9683861723,45.5029718390093,6
1123,"-3.113*** (-3.6--2.723)",NA,"1.009*** (0.66-1.342)",NA,"5.039*** (3.63-6.442)","0.63 (-1.008-2.352)",NA,"-0.321*** (-0.514--0.136)",NA,"-0.058 (-0.219-0.069)","-4.133 (-8.785--0.864)",NA,NA,"0.011 (-0.245-0.102)",613.972946113398,45.5075317801068,5
1124,"-3.077*** (-3.563--2.704)",NA,"1.004*** (0.654-1.337)",NA,"5.267*** (3.853-6.676)","0.433 (-1.2-2.148)",NA,"-0.29** (-0.491--0.098)","-0.045 (-0.158-0.06)",NA,"-3.712 (-8.361--0.793)",NA,NA,"0.012 (-0.242-0.103)",613.996650452188,45.5312361188974,5
1125,"-2.989*** (-3.5--2.677)","-0.299** (-0.531--0.082)",NA,"0.921*** (0.589-1.24)","4.272*** (2.793-5.775)","1.523 (-0.214-3.309)","-0.159* (-0.316--0.012)","-0.212* (-0.416--0.021)",NA,NA,"-1.925 (-6.803--0.514)","0.071 (-0.045-0.191)",NA,"0.061 (-0.16-0.157)",613.998283272865,45.532868939574,7
1126,"-2.835*** (-3.034--2.658)","-0.401*** (-0.628--0.188)",NA,"0.953*** (0.624-1.267)","5.105*** (3.637-6.588)","0.854 (-0.868-2.646)",NA,"-0.182 (-0.383-0.002)","-0.191* (-0.359--0.033)","-0.101 (-0.256-0.026)",NA,"0.197* (0.029-0.372)",NA,"0.019 (-0.237-0.124)",614.009798317361,45.5443839840698,7
1127,"-3.076*** (-3.581--2.676)",NA,"0.977*** (0.621-1.316)",NA,"4.075*** (2.591-5.586)","1.597 (-0.138-3.373)","-0.213** (-0.365--0.07)","-0.273** (-0.468--0.087)",NA,"-0.085 (-0.248-0.044)","-3.776 (-8.559--0.747)",NA,"-0.168 (-1.384-0.722)",NA,614.017441965187,45.5520276318963,6
1128,"-3.017*** (-3.515--2.658)",NA,NA,"0.921*** (0.592-1.237)","4.316*** (2.834-5.82)","1.372 (-0.36-3.152)","-0.22** (-0.372--0.077)","-0.238* (-0.435--0.051)",NA,NA,"-2.929 (-7.665--0.5)",NA,"-0.253 (-1.426-0.64)","0.023 (-0.206-0.121)",614.031116750731,45.5657024174399,6
1129,"-2.816*** (-3.011--2.643)","-0.429*** (-0.655--0.216)","1.043*** (0.684-1.384)",NA,"4.898*** (3.455-6.348)","1.034 (-0.661-2.802)",NA,"-0.198* (-0.399--0.012)","-0.165* (-0.331--0.009)","-0.126 (-0.29-0.005)",NA,"0.159 (-0.004-0.328)",NA,"0.009 (-0.264-0.122)",614.057162335744,45.5917480024532,7
1130,"-2.707*** (-2.881--2.551)","-0.471*** (-0.683--0.271)",NA,NA,"5.092*** (3.847-6.337)","0.525 (-0.934-2.046)",NA,NA,NA,NA,NA,"0.001 (-0.104-0.108)",NA,NA,614.058280379671,45.5928660463796,2
1131,"-2.799*** (-3.001--2.619)","-0.379*** (-0.61--0.163)","1.011*** (0.651-1.353)",NA,"4.092*** (2.628-5.585)","1.694* (-0.03-3.459)","-0.144 (-0.299-0.002)","-0.219* (-0.418--0.032)",NA,"-0.115 (-0.28-0.016)",NA,"0.039 (-0.074-0.156)","-0.392 (-1.599-0.514)",NA,614.097860582802,45.6324462495114,7
1132,"-3.086*** (-3.586--2.694)",NA,"0.979*** (0.623-1.317)",NA,"4.089*** (2.606-5.599)","1.578 (-0.154-3.351)","-0.213** (-0.364--0.07)","-0.27** (-0.466--0.083)",NA,"-0.085 (-0.249-0.044)","-3.859 (-8.607--0.829)",NA,NA,"0.007 (-0.238-0.096)",614.103026252207,45.6376119189164,6
1133,"-2.998*** (-3.496--2.667)",NA,NA,"0.984*** (0.652-1.304)","4.579*** (3.047-6.14)","1.306 (-0.477-3.137)","-0.236** (-0.388--0.092)","-0.201* (-0.406--0.009)","-0.213** (-0.378--0.057)",NA,"-2.391 (-7.134--0.12)","0.234** (0.066-0.41)","-0.284 (-1.494-0.616)",NA,614.118950853841,45.6535365205502,7
1134,"-2.976*** (-3.461--2.693)","-0.349** (-0.576--0.135)",NA,"0.947*** (0.616-1.263)","5.18*** (3.717-6.658)","0.766 (-0.946-2.548)",NA,"-0.202* (-0.406--0.012)","-0.163* (-0.325--0.01)",NA,"-1.608 (-6.252--0.363)","0.189* (0.023-0.362)",NA,"0.066 (-0.167-0.165)",614.122702794516,45.657288461225,7
1135,"-2.711*** (-2.89--2.55)","-0.412*** (-0.625--0.214)",NA,NA,"4.802*** (3.515-6.087)","0.923 (-0.595-2.51)",NA,"-0.254** (-0.445--0.076)",NA,NA,NA,NA,"-0.453 (-1.635-0.405)",NA,614.12624038367,45.6608260503791,3
1136,"-2.659*** (-2.829--2.507)",NA,NA,NA,"4.372*** (3.021-5.733)","1.191 (-0.374-2.804)","-0.243*** (-0.39--0.104)","-0.252** (-0.442--0.073)",NA,NA,NA,NA,NA,NA,614.195097785205,45.7296834519143,2
1137,"-2.812*** (-3.02--2.629)","-0.343** (-0.574--0.127)",NA,"0.926*** (0.594-1.244)","4.152*** (2.669-5.667)","1.64 (-0.105-3.422)","-0.168* (-0.324--0.02)","-0.207* (-0.406--0.019)",NA,"-0.086 (-0.242-0.041)",NA,"0.058 (-0.058-0.178)","-0.399 (-1.587-0.494)",NA,614.212183685146,45.746769351855,7
1138,"-2.812*** (-3.014--2.633)","-0.338** (-0.569--0.124)",NA,"0.912*** (0.581-1.228)","4.371*** (2.89-5.884)","1.423 (-0.304-3.187)","-0.17* (-0.328--0.022)","-0.147 (-0.35-0.027)","-0.066 (-0.18-0.042)","-0.103 (-0.26-0.025)",NA,NA,NA,"0.016 (-0.233-0.116)",614.259906940134,45.7944926068434,7
1139,"-2.996*** (-3.502--2.723)","-0.271* (-0.512--0.046)","0.899*** (0.522-1.258)","0.872*** (0.528-1.202)","4.646*** (3.04-6.289)","1.374 (-0.517-3.313)","-0.157* (-0.317--0.006)","-0.15 (-0.358-0.033)","-0.18* (-0.346--0.022)",NA,"-1.154 (-5.971--0.552)","0.209* (0.039-0.387)","-0.239 (-1.518-0.743)","0.049 (-0.244-0.17)",614.291916266589,45.8265019332982,10
1140,"-2.719*** (-2.896--2.56)","-0.405*** (-0.617--0.21)",NA,NA,"4.965*** (3.655-6.275)","0.771 (-0.754-2.363)",NA,"-0.225* (-0.421--0.043)","-0.044 (-0.154-0.059)",NA,NA,NA,NA,NA,614.296807124649,45.8313927913576,3
1141,"-2.76*** (-2.943--2.596)",NA,"1.035*** (0.675-1.378)",NA,"4.771*** (3.274-6.288)","1.027 (-0.704-2.813)","-0.22** (-0.369--0.078)","-0.198* (-0.401--0.009)","-0.19* (-0.351--0.038)",NA,NA,"0.187* (0.026-0.354)",NA,"-0.036 (-0.303-0.067)",614.326036534568,45.8606222012772,6
1142,"-3.019*** (-3.51--2.69)",NA,NA,"0.984*** (0.652-1.303)","4.597*** (3.065-6.157)","1.279 (-0.502-3.108)","-0.235** (-0.387--0.092)","-0.197* (-0.402--0.005)","-0.211** (-0.375--0.056)",NA,"-2.579 (-7.254--1.401)","0.233** (0.066-0.408)",NA,"0.019 (-0.211-0.105)",614.333023316527,45.8676089832355,7
1143,"-2.718*** (-2.899--2.556)",NA,"1.012*** (0.659-1.347)",NA,"4.779*** (3.314-6.26)","0.863 (-0.82-2.596)","-0.243*** (-0.391--0.103)",NA,"-0.099 (-0.207-0.003)",NA,NA,NA,"-0.402 (-1.448-0.374)","0.01 (-0.22-0.102)",614.364979458235,45.8995651249438,5
1144,"-2.968*** (-3.485--2.661)","-0.293* (-0.526--0.073)",NA,"0.925*** (0.593-1.243)","4.258*** (2.778-5.763)","1.541 (-0.2-3.33)","-0.161* (-0.317--0.013)","-0.222* (-0.425--0.03)",NA,NA,"-1.704 (-6.643--0.398)","0.07 (-0.046-0.19)","-0.22 (-1.479-0.721)",NA,614.403731879212,45.9383175459208,7
1145,"-2.762*** (-2.94--2.602)",NA,"1.077*** (0.724-1.412)",NA,"5.69*** (4.274-7.098)","0.091 (-1.536-1.81)",NA,"-0.245* (-0.442--0.06)","-0.197* (-0.363--0.041)","-0.065 (-0.226-0.063)",NA,"0.188* (0.026-0.357)",NA,NA,614.410173622457,45.9447592891663,5
1146,"-2.795*** (-2.998--2.616)","-0.383*** (-0.615--0.166)","1*** (0.641-1.341)",NA,"4.129*** (2.67-5.617)","1.65 (-0.066-3.405)","-0.143 (-0.298-0.003)","-0.202* (-0.399--0.018)",NA,"-0.118 (-0.283-0.013)",NA,NA,"-0.429 (-1.622-0.516)","0.034 (-0.227-0.147)",614.425520752041,45.9601064187497,7
1147,"-3.058*** (-3.543--2.688)",NA,NA,"0.922*** (0.597-1.233)","5.195*** (3.769-6.62)","0.477 (-1.177-2.213)",NA,"-0.301** (-0.495--0.117)",NA,"-0.029 (-0.182-0.093)","-3.414 (-8.065--0.652)",NA,"-0.195 (-1.383-0.669)",NA,614.43802695095,45.9726126176593,5
1148,"-2.89*** (-3.337--2.651)","-0.41*** (-0.633--0.199)",NA,"0.944*** (0.618-1.255)","5.305*** (3.911-6.708)","0.479 (-1.148-2.174)",NA,NA,"-0.072 (-0.181-0.031)",NA,"-0.927 (-5.196--0.417)",NA,"-0.249 (-1.461-0.69)","0.085 (-0.122-0.191)",614.455072954182,45.9896586208905,6
1149,"-2.746*** (-2.933--2.581)",NA,NA,"1.013*** (0.688-1.324)","4.528*** (3.047-6.036)","1.053 (-0.661-2.809)","-0.27*** (-0.421--0.127)",NA,NA,"-0.036 (-0.192-0.088)",NA,"0.029 (-0.081-0.143)",NA,"-0.002 (-0.212-0.077)",614.462716899058,45.9973025657672,5
1150,"-2.956*** (-3.445--2.678)","-0.344** (-0.571--0.128)",NA,"0.951*** (0.621-1.267)","5.18*** (3.714-6.659)","0.774 (-0.942-2.56)",NA,"-0.212* (-0.415--0.022)","-0.166* (-0.328--0.012)",NA,"-1.374 (-6.06--0.221)","0.19* (0.024-0.363)","-0.272 (-1.563-0.688)",NA,614.476902395399,46.0114880621076,7
1151,"-2.843*** (-3.324--2.561)","-0.353** (-0.578--0.142)",NA,NA,"4.309*** (2.98-5.653)","1.289 (-0.251-2.869)","-0.184* (-0.333--0.044)",NA,NA,NA,"-1.663 (-6.292--0.428)",NA,NA,NA,614.500788587421,46.0353742541297,3
1152,"-2.957*** (-3.412--2.643)",NA,"1.043*** (0.699-1.371)",NA,"5.805*** (4.46-7.149)","-0.209 (-1.749-1.408)",NA,NA,"-0.096 (-0.205-0.006)",NA,"-2.597 (-6.983--0.438)",NA,NA,"0.03 (-0.18-0.112)",614.504198895919,46.0387845626279,4
1153,"-2.96*** (-3.454--2.677)","-0.291* (-0.529--0.068)",NA,"0.952*** (0.617-1.274)","4.31*** (2.79-5.864)","1.644 (-0.138-3.466)","-0.191* (-0.349--0.042)","-0.166 (-0.371-0.018)","-0.213* (-0.383--0.053)","-0.119 (-0.276-0.01)","-1.505 (-6.244--0.34)","0.227* (0.056-0.406)",NA,NA,614.51211116537,46.0466968320791,8
1154,"-3.052*** (-3.536--2.687)",NA,NA,"0.925*** (0.6-1.235)","5.255*** (3.853-6.656)","0.42 (-1.214-2.136)",NA,"-0.295** (-0.489--0.11)",NA,NA,"-3.344 (-7.968--0.297)",NA,"-0.234 (-1.408-0.646)","0.025 (-0.213-0.125)",614.521359656739,46.0559453234475,5
1155,"-3.071*** (-3.551--2.707)",NA,NA,"0.922*** (0.598-1.233)","5.213*** (3.788-6.637)","0.453 (-1.198-2.186)",NA,"-0.297** (-0.492--0.112)",NA,"-0.029 (-0.182-0.093)","-3.522 (-8.13--0.762)",NA,NA,"0.016 (-0.221-0.105)",614.530359077963,46.0649447446721,5
1156,"-3.09*** (-3.58--2.7)",NA,"1.002*** (0.652-1.335)",NA,"5.134*** (3.748-6.516)","0.542 (-1.079-2.245)",NA,"-0.316*** (-0.509--0.132)",NA,NA,"-3.912 (-8.573--0.774)",NA,"-0.2 (-1.396-0.684)","0.021 (-0.231-0.123)",614.542291911307,46.0768775780155,5
1157,"-3.08*** (-3.592--2.676)",NA,"0.985*** (0.627-1.326)",NA,"4.196*** (2.724-5.69)","1.498 (-0.23-3.272)","-0.201** (-0.351--0.06)","-0.287** (-0.486--0.096)",NA,NA,"-3.779 (-8.612--0.731)","0.058 (-0.054-0.174)","-0.192 (-1.397-0.687)",NA,614.545311139167,46.0798968058756,6
1158,"-2.949*** (-3.394--2.664)",NA,NA,"1.031*** (0.71-1.339)","6.01*** (4.594-7.43)","-0.256 (-1.868-1.438)",NA,NA,"-0.258** (-0.425--0.1)","-0.055 (-0.208-0.069)","-2.036 (-6.322--0.215)","0.22* (0.053-0.395)",NA,NA,614.576984457584,46.1115701242927,5
1159,"-2.721*** (-2.9--2.561)","-0.415*** (-0.626--0.219)",NA,NA,"4.825*** (3.541-6.108)","0.89 (-0.625-2.471)",NA,"-0.259** (-0.452--0.077)",NA,NA,NA,"0.035 (-0.074-0.148)",NA,NA,614.587241373641,46.1218270403496,3
1160,"-3.093*** (-3.599--2.696)",NA,"0.987*** (0.629-1.327)",NA,"4.214*** (2.744-5.707)","1.474 (-0.249-3.246)","-0.201** (-0.35--0.059)","-0.283** (-0.482--0.092)",NA,NA,"-3.884 (-8.676--0.837)","0.059 (-0.054-0.175)",NA,"0.015 (-0.218-0.102)",614.626359552575,46.160945219284,6
1161,"-2.902*** (-3.37--2.645)","-0.432*** (-0.655--0.22)","1.02*** (0.668-1.355)",NA,"5.196*** (3.818-6.581)","0.583 (-1.029-2.264)",NA,NA,"-0.069 (-0.178-0.034)",NA,"-1.183 (-5.652--0.498)",NA,"-0.226 (-1.458-0.726)","0.086 (-0.128-0.194)",614.631121439075,46.1657071057838,6
1162,"-2.806*** (-3.008--2.628)","-0.382*** (-0.613--0.168)","1.013*** (0.653-1.355)",NA,"4.146*** (2.688-5.633)","1.624 (-0.089-3.378)","-0.144 (-0.298-0.002)","-0.211* (-0.411--0.023)",NA,"-0.116 (-0.281-0.015)",NA,"0.037 (-0.075-0.154)",NA,"0.011 (-0.245-0.117)",614.638132036414,46.1727177031227,7
1163,"-2.946*** (-3.406--2.626)",NA,"1.044*** (0.7-1.372)",NA,"5.805*** (4.459-7.15)","-0.207 (-1.75-1.413)",NA,NA,"-0.098 (-0.207-0.004)",NA,"-2.484 (-6.901--1.413)",NA,"-0.093 (-1.239-0.735)",NA,614.662626833842,46.1972125005509,4
1164,"-2.973*** (-3.46--2.627)",NA,"1.012*** (0.659-1.349)",NA,"4.423*** (2.982-5.887)","1.142 (-0.534-2.86)","-0.242*** (-0.388--0.103)",NA,NA,NA,"-2.912 (-7.55--0.534)","0.022 (-0.087-0.133)",NA,"0.03 (-0.161-0.109)",614.681878485428,46.2164641521365,5
1165,"-3.028*** (-3.531--2.653)",NA,"0.971*** (0.615-1.309)",NA,"4.4*** (2.908-5.911)","1.31 (-0.419-3.088)","-0.203** (-0.353--0.061)","-0.237* (-0.442--0.044)","-0.051 (-0.164-0.055)",NA,"-3.228 (-8.014--0.693)",NA,"-0.208 (-1.397-0.661)",NA,614.69800744335,46.2325931100585,6
1166,"-3.01*** (-3.53--2.672)","-0.32** (-0.553--0.103)","0.992*** (0.631-1.336)",NA,"4.252*** (2.789-5.738)","1.538 (-0.181-3.305)","-0.134 (-0.288-0.012)","-0.229* (-0.431--0.037)",NA,NA,"-2.344 (-7.297--1.126)","0.056 (-0.056-0.174)",NA,"0.062 (-0.169-0.16)",614.713863453212,46.2484491199208,7
1167,"-2.957*** (-3.446--2.61)",NA,"1.005*** (0.652-1.34)",NA,"4.435*** (2.997-5.895)","1.131 (-0.542-2.847)","-0.241*** (-0.388--0.102)",NA,NA,NA,"-2.777 (-7.419--0.407)",NA,"-0.169 (-1.323-0.715)","0.035 (-0.161-0.126)",614.729363471692,46.2639491384007,5
1168,"-2.718*** (-2.896--2.559)","-0.419*** (-0.63--0.223)",NA,NA,"4.86*** (3.579-6.139)","0.848 (-0.66-2.424)",NA,"-0.24** (-0.431--0.062)",NA,NA,NA,NA,NA,"0.038 (-0.174-0.125)",614.730092233798,46.2646779005066,3
1169,"-2.944*** (-3.434--2.663)","-0.29* (-0.522--0.074)",NA,"0.91*** (0.578-1.227)","4.469*** (2.974-5.985)","1.328 (-0.406-3.111)","-0.159* (-0.316--0.011)","-0.164 (-0.371-0.02)","-0.046 (-0.159-0.061)",NA,"-1.537 (-6.251--0.332)",NA,NA,"0.057 (-0.17-0.153)",614.740251070087,46.2748367367955,7
1170,"-2.82*** (-3.027--2.638)","-0.348** (-0.578--0.134)",NA,"0.927*** (0.595-1.244)","4.209*** (2.732-5.719)","1.566 (-0.169-3.338)","-0.167* (-0.324--0.019)","-0.197* (-0.397--0.009)",NA,"-0.086 (-0.243-0.041)",NA,"0.056 (-0.059-0.176)",NA,"0.017 (-0.225-0.118)",614.772196402772,46.3067820694807,7
1171,"-3.042*** (-3.539--2.673)",NA,"0.973*** (0.617-1.311)",NA,"4.417*** (2.927-5.927)","1.286 (-0.439-3.061)","-0.202** (-0.352--0.06)","-0.234* (-0.439--0.041)","-0.05 (-0.163-0.056)",NA,"-3.342 (-8.086--0.591)",NA,NA,"0.01 (-0.23-0.098)",614.836125045088,46.3707107117971,6
1172,"-3.01*** (-3.512--2.68)",NA,"0.92*** (0.554-1.268)","0.898*** (0.561-1.22)","4.485*** (2.898-6.11)","1.185 (-0.663-3.073)","-0.241** (-0.394--0.095)",NA,NA,"-0.057 (-0.227-0.078)","-2.188 (-6.929--1.248)","0.039 (-0.074-0.156)","-0.091 (-1.269-0.817)","0.024 (-0.218-0.124)",614.867219679767,46.4018053464755,8
1173,"-2.961*** (-3.454--2.609)",NA,"1.013*** (0.659-1.349)",NA,"4.412*** (2.97-5.877)","1.154 (-0.525-2.874)","-0.243*** (-0.389--0.104)",NA,NA,NA,"-2.793 (-7.473--0.416)","0.02 (-0.088-0.131)","-0.099 (-1.25-0.747)",NA,614.874845646623,46.4094313133324,5
1174,"-2.756*** (-2.948--2.585)",NA,NA,"0.954*** (0.626-1.268)","4.513*** (3.002-6.05)","1.206 (-0.542-2.999)","-0.245** (-0.399--0.099)","-0.183 (-0.385-0.005)","-0.079 (-0.192-0.028)","-0.062 (-0.219-0.064)",NA,NA,"-0.471 (-1.528-0.28)",NA,614.889141028195,46.4237266949043,6
1175,"-2.744*** (-2.924--2.583)",NA,NA,"1.019*** (0.701-1.323)","6.019*** (4.643-7.39)","-0.397 (-1.962-1.252)",NA,NA,"-0.11* (-0.22--0.006)","-0.026 (-0.178-0.097)",NA,NA,"-0.367 (-1.385-0.346)",NA,614.891288579689,46.4258742463976,4
1176,"-2.917*** (-3.395--2.651)","-0.325** (-0.558--0.108)","1.022*** (0.661-1.366)",NA,"4.691*** (3.223-6.185)","1.151 (-0.552-2.896)","-0.17* (-0.322--0.026)",NA,"-0.179* (-0.338--0.028)",NA,"-1.355 (-5.926--1.62)","0.165 (0.004-0.332)",NA,"0.07 (-0.142-0.163)",614.892582121201,46.4271677879102,7
1177,"-2.914*** (-3.399--2.647)","-0.485*** (-0.712--0.267)","1.044*** (0.692-1.379)",NA,"4.841*** (3.456-6.229)","0.888 (-0.739-2.585)",NA,NA,NA,"-0.105 (-0.269-0.024)","-1.227 (-5.848--0.588)","0.008 (-0.101-0.12)","-0.059 (-1.37-0.91)",NA,614.939275623401,46.4738612901099,6
1178,"-2.918*** (-3.383--2.661)","-0.459*** (-0.686--0.242)",NA,"0.943*** (0.616-1.256)","4.988*** (3.589-6.397)","0.743 (-0.897-2.449)",NA,NA,NA,"-0.072 (-0.226-0.053)","-1.202 (-5.654--0.724)","0.027 (-0.084-0.142)",NA,"0.082 (-0.115-0.178)",614.96180082666,46.4963864933684,6
1179,"-2.95*** (-3.393--2.668)",NA,NA,"1.034*** (0.713-1.341)","6.108*** (4.719-7.507)","-0.363 (-1.949-1.296)",NA,NA,"-0.242** (-0.403--0.089)",NA,"-2.005 (-6.264--0.075)","0.212* (0.047-0.384)",NA,"0.037 (-0.165-0.118)",614.968329023529,46.5029146902378,5
1180,"-2.994*** (-3.495--2.683)","-0.364** (-0.59--0.15)","1.02*** (0.66-1.362)",NA,"4.996*** (3.558-6.443)","0.917 (-0.769-2.674)",NA,"-0.221* (-0.424--0.031)","-0.133 (-0.293-0.018)",NA,"-2.041 (-6.84--0.346)","0.151 (-0.008-0.318)",NA,"0.065 (-0.18-0.166)",614.982170298154,46.5167559648627,7
1181,"-2.745*** (-2.925--2.585)",NA,NA,"1.02*** (0.702-1.324)","6.059*** (4.699-7.415)","-0.435 (-1.986-1.198)",NA,NA,"-0.106* (-0.214--0.004)",NA,NA,NA,"-0.393 (-1.415-0.362)","0.017 (-0.205-0.107)",614.984425042785,46.519010709494,4
1182,"-2.804*** (-3.01--2.622)","-0.347** (-0.579--0.131)",NA,"0.908*** (0.577-1.225)","4.208*** (2.734-5.716)","1.565 (-0.167-3.333)","-0.165* (-0.322--0.017)","-0.183 (-0.38-0)",NA,"-0.089 (-0.246-0.038)",NA,NA,"-0.434 (-1.604-0.489)","0.038 (-0.209-0.146)",614.988180829756,46.5227664964647,7
1183,"-2.765*** (-2.943--2.605)",NA,"1.073*** (0.72-1.409)",NA,"5.751*** (4.341-7.155)","0.026 (-1.595-1.738)",NA,"-0.255** (-0.455--0.066)","-0.182* (-0.342--0.03)",NA,NA,"0.178* (0.018-0.345)",NA,"-0.049 (-0.328-0.067)",615.01945762791,46.5540432946187,5
1184,"-2.922*** (-3.418--2.646)","-0.283* (-0.516--0.065)",NA,"0.913*** (0.582-1.231)","4.459*** (2.962-5.978)","1.343 (-0.396-3.13)","-0.16* (-0.317--0.012)","-0.173 (-0.379-0.014)","-0.048 (-0.161-0.059)",NA,"-1.308 (-6.087--0.706)",NA,"-0.236 (-1.471-0.687)",NA,615.034381396607,46.5689670633155,7
1185,"-2.91*** (-3.389--2.642)","-0.387*** (-0.622--0.166)","1.001*** (0.644-1.341)",NA,"4.312*** (2.855-5.799)","1.453 (-0.243-3.186)","-0.168* (-0.321--0.024)",NA,"-0.086 (-0.197-0.019)","-0.133 (-0.298--0.001)","-1.357 (-5.948--0.658)",NA,NA,"0.065 (-0.158-0.162)",615.039773216298,46.5743588830065,7
1186,"-2.903*** (-3.366--2.649)","-0.457*** (-0.685--0.241)",NA,"0.935*** (0.608-1.246)","4.983*** (3.583-6.393)","0.749 (-0.893-2.456)",NA,NA,NA,"-0.073 (-0.227-0.051)","-1.109 (-5.539--0.576)",NA,"-0.203 (-1.45-0.78)","0.087 (-0.115-0.195)",615.065012446965,46.5995981136741,6
1187,"-2.895*** (-3.355--2.646)","-0.348** (-0.582--0.128)",NA,"0.923*** (0.592-1.239)","4.395*** (2.921-5.903)","1.369 (-0.345-3.117)","-0.187* (-0.343--0.041)",NA,"-0.085 (-0.196-0.019)","-0.104 (-0.261-0.024)","-1.088 (-5.495--0.5)",NA,NA,"0.063 (-0.152-0.158)",615.104693878329,46.6392795450381,7
1188,"-2.992*** (-3.517--2.656)","-0.314** (-0.548--0.094)","0.995*** (0.634-1.338)",NA,"4.242*** (2.777-5.73)","1.551 (-0.172-3.322)","-0.135 (-0.289-0.011)","-0.238* (-0.44--0.047)",NA,NA,"-2.148 (-7.155--0.49)","0.055 (-0.058-0.172)","-0.198 (-1.477-0.749)",NA,615.131890817335,46.6664764840443,7
1189,"-2.932*** (-3.381--2.648)",NA,NA,"1.036*** (0.715-1.344)","6.109*** (4.718-7.508)","-0.36 (-1.947-1.301)",NA,NA,"-0.244** (-0.406--0.091)",NA,"-1.82 (-6.131--0.008)","0.212* (0.047-0.384)","-0.18 (-1.339-0.676)",NA,615.149367756373,46.6839534230824,5
